# Output from icenk version 1.01 on Tue Oct  6 12:29:24 2020
# 
# Amorphous CH3OH at 10K, n=1.314, h=1.02 microns, measured on a KBr substrate
# 
# Spectrum file          "example1-spectrum.txt"
# Substrate n and k from "kbr-nk.txt"
# Sample thickness       1.020 microns
# Sample visible index   1.314 at a wavelength of 670.0 nm
# Input parameters from  "icenk-inputfile.txt"
# 
# If this code is used in your research, please cite Gerakines, P.A., and Hudson, R. L. 2020. A Modified Algorithm and Open-source Computational Package for the Determination of Infrared Optical Constants Relevant to Astrophysics. ApJ, 901, 52.
# 
# For the original Python code, calculation details, and general information
# from our group - please visit http://science.gsfc.nasa.gov/691/cosmicice
# 
# Wavnum [cm-1]    Abs(Calculated)           n                  k       
# -------------    ---------------    ---------------    ---------------
# 
2.274500000e+03    2.224088985e-04    1.320702607e+00    -1.031176119e-04
2.274600000e+03    2.055086862e-04    1.320703335e+00    -1.164369807e-04
2.274700000e+03    1.913085246e-04    1.320710097e+00    -1.278898318e-04
2.274800000e+03    1.861585075e-04    1.320717030e+00    -1.322368499e-04
2.274900000e+03    1.810084649e-04    1.320720055e+00    -1.364173803e-04
2.275000000e+03    1.745084179e-04    1.320724254e+00    -1.417083665e-04
2.275100000e+03    1.702083944e-04    1.320729085e+00    -1.452971098e-04
2.275200000e+03    1.669083927e-04    1.320732795e+00    -1.480521118e-04
2.275300000e+03    1.628083674e-04    1.320736326e+00    -1.514279200e-04
2.275400000e+03    1.600583749e-04    1.320740342e+00    -1.537633990e-04
2.275500000e+03    1.573083631e-04    1.320742157e+00    -1.560050838e-04
2.275600000e+03    1.506083054e-04    1.320744243e+00    -1.613613636e-04
2.275700000e+03    1.436082432e-04    1.320749319e+00    -1.670800733e-04
2.275800000e+03    1.378082157e-04    1.320756008e+00    -1.719242531e-04
2.275900000e+03    1.344082202e-04    1.320764763e+00    -1.749707268e-04
2.276000000e+03    1.344582843e-04    1.320772906e+00    -1.752809887e-04
2.276100000e+03    1.345083373e-04    1.320781001e+00    -1.755892282e-04
2.276200000e+03    1.382084600e-04    1.320790349e+00    -1.730839272e-04
2.276300000e+03    1.452086129e-04    1.320797682e+00    -1.679012351e-04
2.276400000e+03    1.545088042e-04    1.320803219e+00    -1.608361475e-04
2.276500000e+03    1.646089790e-04    1.320804086e+00    -1.529446419e-04
2.276600000e+03    1.694090791e-04    1.320802983e+00    -1.491321493e-04
2.276700000e+03    1.742091769e-04    1.320804183e+00    -1.454179481e-04
2.276800000e+03    1.817093165e-04    1.320802949e+00    -1.394802642e-04
2.276900000e+03    1.860093853e-04    1.320798405e+00    -1.359150109e-04
2.277000000e+03    1.864094061e-04    1.320793508e+00    -1.353972557e-04
2.277100000e+03    1.834093701e-04    1.320789759e+00    -1.375980047e-04
2.277200000e+03    1.805593561e-04    1.320788347e+00    -1.397801374e-04
2.277300000e+03    1.777093268e-04    1.320785816e+00    -1.419145218e-04
2.277400000e+03    1.712092599e-04    1.320784656e+00    -1.469725691e-04
2.277500000e+03    1.654092045e-04    1.320786706e+00    -1.516172264e-04
2.277600000e+03    1.621092033e-04    1.320790430e+00    -1.543701573e-04
2.277700000e+03    1.618592343e-04    1.320793638e+00    -1.547067874e-04
2.277800000e+03    1.616092732e-04    1.320796007e+00    -1.550076739e-04
2.277900000e+03    1.633093298e-04    1.320798359e+00    -1.537772603e-04
2.278000000e+03    1.654093942e-04    1.320798329e+00    -1.521316136e-04
2.278100000e+03    1.660094201e-04    1.320796891e+00    -1.516035498e-04
2.278200000e+03    1.636094105e-04    1.320794876e+00    -1.534053869e-04
2.278300000e+03    1.606093882e-04    1.320794763e+00    -1.557588868e-04
2.278400000e+03    1.576093706e-04    1.320792995e+00    -1.580417765e-04
2.278500000e+03    1.492092667e-04    1.320792406e+00    -1.646121602e-04
2.278600000e+03    1.410091950e-04    1.320796590e+00    -1.712280904e-04
2.278700000e+03    1.356091648e-04    1.320803664e+00    -1.757693999e-04
2.278800000e+03    1.358092350e-04    1.320812425e+00    -1.759882454e-04
2.278900000e+03    1.390093283e-04    1.320818470e+00    -1.737377605e-04
2.279000000e+03    1.422094385e-04    1.320826006e+00    -1.715508832e-04
2.279100000e+03    1.538096612e-04    1.320833283e+00    -1.627630183e-04
2.279200000e+03    1.679099057e-04    1.320833731e+00    -1.517239883e-04
2.279300000e+03    1.808101044e-04    1.320829782e+00    -1.414401134e-04
2.279400000e+03    1.891102233e-04    1.320820077e+00    -1.345206301e-04
2.279500000e+03    1.899602232e-04    1.320810966e+00    -1.334710083e-04
2.279600000e+03    1.908102338e-04    1.320801834e+00    -1.324205464e-04
2.279700000e+03    1.855101325e-04    1.320790191e+00    -1.360871773e-04
2.279800000e+03    1.746099707e-04    1.320781491e+00    -1.442708594e-04
2.279900000e+03    1.602097571e-04    1.320775559e+00    -1.553165680e-04
2.280000000e+03    1.449095669e-04    1.320776264e+00    -1.673494007e-04
2.280100000e+03    1.377094948e-04    1.320779299e+00    -1.731281356e-04
2.280200000e+03    1.305094158e-04    1.320777765e+00    -1.787120995e-04
2.280300000e+03    1.182092581e-04    1.320778234e+00    -1.883799676e-04
2.280400000e+03    1.079091554e-04    1.320782418e+00    -1.966368296e-04
2.280500000e+03    9.960907393e-05    1.320787260e+00    -2.033528584e-04
2.280600000e+03    9.310903639e-05    1.320793728e+00    -2.087262131e-04
2.280700000e+03    9.065904641e-05    1.320799785e+00    -2.109064116e-04
2.280800000e+03    8.820905837e-05    1.320803539e+00    -2.129884504e-04
2.280900000e+03    8.490904956e-05    1.320807985e+00    -2.157661959e-04
2.281000000e+03    8.350908083e-05    1.320812680e+00    -2.170648007e-04
2.281100000e+03    8.320911353e-05    1.320816339e+00    -2.174569978e-04
2.281200000e+03    8.300915369e-05    1.320818739e+00    -2.177171577e-04
2.281300000e+03    8.230917294e-05    1.320820467e+00    -2.183406624e-04
2.281400000e+03    8.160919804e-05    1.320820910e+00    -2.189094284e-04
2.281500000e+03    7.810916479e-05    1.320819860e+00    -2.216092408e-04
2.281600000e+03    7.170910290e-05    1.320819716e+00    -2.266202034e-04
2.281700000e+03    6.290900013e-05    1.320821014e+00    -2.335730288e-04
2.281800000e+03    5.360891737e-05    1.320826525e+00    -2.410964531e-04
2.281900000e+03    4.955890792e-05    1.320833598e+00    -2.445715559e-04
2.282000000e+03    4.550890113e-05    1.320838579e+00    -2.479574441e-04
2.282100000e+03    4.050887896e-05    1.320845998e+00    -2.521912248e-04
2.282200000e+03    3.970893661e-05    1.320855038e+00    -2.532027537e-04
2.282300000e+03    4.250903054e-05    1.320862417e+00    -2.513228417e-04
2.282400000e+03    4.505912232e-05    1.320867425e+00    -2.495380751e-04
2.282500000e+03    4.760920580e-05    1.320873057e+00    -2.477800170e-04
2.282600000e+03    5.320933847e-05    1.320876873e+00    -2.435552754e-04
2.282700000e+03    5.700942047e-05    1.320877406e+00    -2.406013094e-04
2.282800000e+03    5.800946762e-05    1.320876943e+00    -2.397986019e-04
2.282900000e+03    5.570945620e-05    1.320876848e+00    -2.415966876e-04
2.283000000e+03    5.325946138e-05    1.320878756e+00    -2.435973695e-04
2.283100000e+03    5.080945144e-05    1.320879587e+00    -2.455520886e-04
2.283200000e+03    4.460940043e-05    1.320881427e+00    -2.504867804e-04
2.283300000e+03    3.860935462e-05    1.320886533e+00    -2.554034439e-04
2.283400000e+03    3.390934563e-05    1.320893284e+00    -2.593716777e-04
2.283500000e+03    3.160936944e-05    1.320901971e+00    -2.615424278e-04
2.283600000e+03    3.195944186e-05    1.320910190e+00    -2.616178462e-04
2.283700000e+03    3.230950650e-05    1.320919144e+00    -2.617246112e-04
2.283800000e+03    3.630964311e-05    1.320929703e+00    -2.590415316e-04
2.283900000e+03    4.380981759e-05    1.320939302e+00    -2.535771611e-04
2.284000000e+03    5.501005512e-05    1.320948072e+00    -2.451807575e-04
2.284100000e+03    6.941031038e-05    1.320952004e+00    -2.340734487e-04
2.284200000e+03    7.796047517e-05    1.320952542e+00    -2.274027692e-04
2.284300000e+03    8.651064998e-05    1.320958176e+00    -2.209495716e-04
2.284400000e+03    1.046109691e-04    1.320961443e+00    -2.069193875e-04
2.284500000e+03    1.216112298e-04    1.320957085e+00    -1.934267624e-04
2.284600000e+03    1.356114427e-04    1.320949422e+00    -1.821429922e-04
2.284700000e+03    1.442115448e-04    1.320937171e+00    -1.748920806e-04
2.284800000e+03    1.455615546e-04    1.320926268e+00    -1.733742681e-04
2.284900000e+03    1.469115557e-04    1.320915901e+00    -1.718794439e-04
2.285000000e+03    1.429114784e-04    1.320903316e+00    -1.744778711e-04
2.285100000e+03    1.335113196e-04    1.320893193e+00    -1.814072948e-04
2.285200000e+03    1.202111229e-04    1.320885390e+00    -1.914871708e-04
2.285300000e+03    1.049109126e-04    1.320884121e+00    -2.034093997e-04
2.285400000e+03    9.721083898e-05    1.320885853e+00    -2.095107579e-04
2.285500000e+03    8.951073614e-05    1.320883113e+00    -2.154213516e-04
2.285600000e+03    7.561056103e-05    1.320882727e+00    -2.262831478e-04
2.285700000e+03    6.381042792e-05    1.320887517e+00    -2.357211251e-04
2.285800000e+03    5.521035828e-05    1.320893494e+00    -2.427050453e-04
2.285900000e+03    4.931032553e-05    1.320901221e+00    -2.476504197e-04
2.286000000e+03    4.781036602e-05    1.320908120e+00    -2.491177051e-04
2.286100000e+03    4.631038891e-05    1.320913347e+00    -2.505137205e-04
2.286200000e+03    4.561043689e-05    1.320919132e+00    -2.513075593e-04
2.286300000e+03    4.681050050e-05    1.320924391e+00    -2.505925578e-04
2.286400000e+03    4.921058699e-05    1.320928228e+00    -2.488784132e-04
2.286500000e+03    5.071064379e-05    1.320930734e+00    -2.478117536e-04
2.286600000e+03    5.221071297e-05    1.320933628e+00    -2.467616885e-04
2.286700000e+03    5.481078393e-05    1.320935551e+00    -2.448099892e-04
2.286800000e+03    5.681085133e-05    1.320936202e+00    -2.432735902e-04
2.286900000e+03    5.781089067e-05    1.320936289e+00    -2.424954133e-04
2.287000000e+03    5.811092967e-05    1.320936245e+00    -2.422591227e-04
2.287100000e+03    5.801095168e-05    1.320936129e+00    -2.423326683e-04
2.287200000e+03    5.791098323e-05    1.320935735e+00    -2.423943310e-04
2.287300000e+03    5.721099223e-05    1.320934663e+00    -2.428963537e-04
2.287400000e+03    5.581099967e-05    1.320933177e+00    -2.439280701e-04
2.287500000e+03    5.291097058e-05    1.320930906e+00    -2.460991480e-04
2.287600000e+03    4.781092237e-05    1.320929406e+00    -2.500230120e-04
2.287700000e+03    4.371088339e-05    1.320929068e+00    -2.532142143e-04
2.287800000e+03    3.961084261e-05    1.320925773e+00    -2.562792188e-04
2.287900000e+03    2.801067591e-05    1.320921862e+00    -2.651812522e-04
2.288000000e+03    1.371049995e-05    1.320922851e+00    -2.764018601e-04
2.288100000e+03    -1.739693079e-06    1.320926440e+00    -2.886312140e-04
2.288200000e+03    -1.638983495e-05    1.320936821e+00    -3.005233996e-04
2.288300000e+03    -2.203984515e-05    1.320948888e+00    -3.054515633e-04
2.288400000e+03    -2.768985654e-05    1.320958128e+00    -3.102590030e-04
2.288500000e+03    -3.378986948e-05    1.320971141e+00    -3.155785378e-04
2.288600000e+03    -3.358976618e-05    1.320986670e+00    -3.160809759e-04
2.288700000e+03    -2.698957993e-05    1.321001476e+00    -3.115507578e-04
2.288800000e+03    -1.528932480e-05    1.321011786e+00    -3.028436974e-04
2.288900000e+03    -7.609508829e-06    1.321017833e+00    -2.970975746e-04
2.289000000e+03    7.033621769e-08    1.321028175e+00    -2.915348847e-04
2.289100000e+03    1.711135305e-05    1.321036368e+00    -2.785659715e-04
2.289200000e+03    3.391164689e-05    1.321037488e+00    -2.654848701e-04
2.289300000e+03    4.881188811e-05    1.321035504e+00    -2.537571150e-04
2.289400000e+03    6.031206693e-05    1.321028489e+00    -2.444726427e-04
2.289500000e+03    6.386211397e-05    1.321021243e+00    -2.413905726e-04
2.289600000e+03    6.741218129e-05    1.321016248e+00    -2.384045722e-04
2.289700000e+03    6.931219920e-05    1.321008059e+00    -2.365718890e-04
2.289800000e+03    6.521213646e-05    1.320999716e+00    -2.394201858e-04
2.289900000e+03    5.591199011e-05    1.320992645e+00    -2.463845928e-04
2.290000000e+03    4.231181491e-05    1.320991448e+00    -2.569574511e-04
2.290100000e+03    3.461173678e-05    1.320994571e+00    -2.631047516e-04
2.290200000e+03    2.691165421e-05    1.320994217e+00    -2.691035003e-04
2.290300000e+03    1.251147679e-05    1.320997780e+00    -2.805016489e-04
2.290400000e+03    2.481407050e-06    1.321008545e+00    -2.887925285e-04
2.290500000e+03    -1.178569090e-06    1.321021153e+00    -2.921863489e-04
2.290600000e+03    2.451575170e-06    1.321033631e+00    -2.898811963e-04
2.290700000e+03    7.381708974e-06    1.321041570e+00    -2.863676717e-04
2.290800000e+03    1.231186585e-05    1.321052338e+00    -2.829749590e-04
2.290900000e+03    2.621213909e-05    1.321061027e+00    -2.724894374e-04
2.291000000e+03    4.071240536e-05    1.321063559e+00    -2.612739116e-04
2.291100000e+03    5.311260615e-05    1.321060815e+00    -2.514742639e-04
2.291200000e+03    5.731268706e-05    1.321056646e+00    -2.480172019e-04
2.291300000e+03    6.151277145e-05    1.321055683e+00    -2.446969975e-04
2.291400000e+03    6.551285396e-05    1.321052575e+00    -2.414418226e-04
2.291500000e+03    6.661288359e-05    1.321049843e+00    -2.404670075e-04
2.291600000e+03    6.651290989e-05    1.321048076e+00    -2.404701417e-04
2.291700000e+03    6.691293899e-05    1.321047624e+00    -2.401389245e-04
2.291800000e+03    6.776298350e-05    1.321046723e+00    -2.394373571e-04
2.291900000e+03    6.861301984e-05    1.321046364e+00    -2.387589092e-04
2.292000000e+03    7.091308520e-05    1.321045212e+00    -2.369149531e-04
2.292100000e+03    7.251312107e-05    1.321042187e+00    -2.355377419e-04
2.292200000e+03    7.151312218e-05    1.321037835e+00    -2.361334004e-04
2.292300000e+03    6.701306367e-05    1.321034378e+00    -2.394987326e-04
2.292400000e+03    6.296303197e-05    1.321033042e+00    -2.426028874e-04
2.292500000e+03    5.891298044e-05    1.321029627e+00    -2.456182731e-04
2.292600000e+03    4.851284716e-05    1.321027092e+00    -2.536261135e-04
2.292700000e+03    3.791272285e-05    1.321029619e+00    -2.620049348e-04
2.292800000e+03    2.881264154e-05    1.321034336e+00    -2.693059035e-04
2.292900000e+03    2.281261115e-05    1.321042301e+00    -2.743257665e-04
2.293000000e+03    2.161266064e-05    1.321049486e+00    -2.755669181e-04
2.293100000e+03    2.041269520e-05    1.321055669e+00    -2.767653960e-04
2.293200000e+03    2.081276839e-05    1.321062695e+00    -2.767513420e-04
2.293300000e+03    2.341286116e-05    1.321068960e+00    -2.749886233e-04
2.293400000e+03    2.701297532e-05    1.321074242e+00    -2.724040718e-04
2.293500000e+03    3.121308166e-05    1.321078074e+00    -2.692899610e-04
2.293600000e+03    3.366316826e-05    1.321081075e+00    -2.675057637e-04
2.293700000e+03    3.611325240e-05    1.321085853e+00    -2.657974005e-04
2.293800000e+03    4.181339671e-05    1.321090666e+00    -2.615556710e-04
2.293900000e+03    4.861353868e-05    1.321093563e+00    -2.563747041e-04
2.294000000e+03    5.601369551e-05    1.321095392e+00    -2.506807247e-04
2.294100000e+03    6.351383038e-05    1.321094350e+00    -2.447868777e-04
2.294200000e+03    6.681390700e-05    1.321092238e+00    -2.421234220e-04
2.294300000e+03    7.011398232e-05    1.321092146e+00    -2.395461851e-04
2.294400000e+03    7.481408255e-05    1.321090541e+00    -2.358130171e-04
2.294500000e+03    7.741413433e-05    1.321087623e+00    -2.336617463e-04
2.294600000e+03    7.821416980e-05    1.321084835e+00    -2.329197388e-04
2.294700000e+03    7.781417977e-05    1.321082757e+00    -2.331436921e-04
2.294800000e+03    7.741420349e-05    1.321081396e+00    -2.333981222e-04
2.294900000e+03    7.701421695e-05    1.321080081e+00    -2.336545376e-04
2.295000000e+03    7.641423867e-05    1.321078948e+00    -2.340745793e-04
2.295100000e+03    7.591425102e-05    1.321077725e+00    -2.344127727e-04
2.295200000e+03    7.481426274e-05    1.321076076e+00    -2.352005352e-04
2.295300000e+03    7.241424602e-05    1.321074817e+00    -2.370182892e-04
2.295400000e+03    7.066425418e-05    1.321074544e+00    -2.383711426e-04
2.295500000e+03    6.891424565e-05    1.321072919e+00    -2.396663230e-04
2.295600000e+03    6.421420584e-05    1.321071981e+00    -2.432900164e-04
2.295700000e+03    5.971416820e-05    1.321073117e+00    -2.468458039e-04
2.295800000e+03    5.621416324e-05    1.321075770e+00    -2.496865367e-04
2.295900000e+03    5.551419167e-05    1.321078680e+00    -2.503558020e-04
2.296000000e+03    5.481422711e-05    1.321080839e+00    -2.509930480e-04
2.296100000e+03    5.591428304e-05    1.321083750e+00    -2.502595774e-04
2.296200000e+03    5.851436449e-05    1.321084978e+00    -2.482855850e-04
2.296300000e+03    6.141443444e-05    1.321084988e+00    -2.460261146e-04
2.296400000e+03    6.321448797e-05    1.321082827e+00    -2.445314853e-04
2.296500000e+03    6.291449971e-05    1.321080803e+00    -2.446791222e-04
2.296600000e+03    6.261451851e-05    1.321078062e+00    -2.447961677e-04
2.296700000e+03    5.941447876e-05    1.321074480e+00    -2.471368138e-04
2.296800000e+03    5.411442361e-05    1.321072226e+00    -2.511698207e-04
2.296900000e+03    4.771434750e-05    1.321071305e+00    -2.561161996e-04
2.297000000e+03    4.151429661e-05    1.321072904e+00    -2.610136442e-04
2.297100000e+03    3.886429223e-05    1.321075105e+00    -2.631710071e-04
2.297200000e+03    3.621428823e-05    1.321075159e+00    -2.652367572e-04
2.297300000e+03    3.181424939e-05    1.321075691e+00    -2.686858118e-04
2.297400000e+03    2.791423127e-05    1.321076802e+00    -2.717697654e-04
2.297500000e+03    2.371419701e-05    1.321077661e+00    -2.750764057e-04
2.297600000e+03    1.871416499e-05    1.321079384e+00    -2.790426586e-04
2.297700000e+03    1.561415537e-05    1.321081916e+00    -2.815633285e-04
2.297800000e+03    1.251414563e-05    1.321082208e+00    -2.839883939e-04
2.297900000e+03    5.664070864e-06    1.321083051e+00    -2.893570004e-04
2.298000000e+03    -9.779782916e-07    1.321086462e+00    -2.946725080e-04
2.298100000e+03    -6.636018046e-06    1.321090885e+00    -2.992645507e-04
2.298200000e+03    -1.058601476e-05    1.321096705e+00    -3.025857780e-04
2.298300000e+03    -1.183598327e-05    1.321101948e+00    -3.037799673e-04
2.298400000e+03    -1.308594742e-05    1.321105904e+00    -3.049193082e-04
2.298500000e+03    -1.458592616e-05    1.321109768e+00    -3.062492537e-04
2.298600000e+03    -1.588589247e-05    1.321113413e+00    -3.074140697e-04
2.298700000e+03    -1.758587771e-05    1.321116532e+00    -3.088678246e-04
2.298800000e+03    -2.048586832e-05    1.321120199e+00    -3.112789325e-04
2.298900000e+03    -2.223584721e-05    1.321124810e+00    -3.128349079e-04
2.299000000e+03    -2.398582096e-05    1.321128309e+00    -3.143433984e-04
2.299100000e+03    -2.778583210e-05    1.321132719e+00    -3.174862367e-04
2.299200000e+03    -3.078581061e-05    1.321139236e+00    -3.200959194e-04
2.299300000e+03    -3.188576541e-05    1.321146787e+00    -3.212706998e-04
2.299400000e+03    -3.048567024e-05    1.321154593e+00    -3.205106095e-04
2.299500000e+03    -2.818557700e-05    1.321161248e+00    -3.190011361e-04
2.299600000e+03    -2.588546676e-05    1.321169276e+00    -3.175502999e-04
2.299700000e+03    -1.858528792e-05    1.321177741e+00    -3.122273033e-04
2.299800000e+03    -9.205081446e-06    1.321183110e+00    -3.051542852e-04
2.299900000e+03    1.405124971e-06    1.321186658e+00    -2.970470869e-04
2.300000000e+03    1.161531378e-05    1.321185652e+00    -2.890577800e-04
2.300100000e+03    1.596539662e-05    1.321183468e+00    -2.855784129e-04
2.300200000e+03    2.031550136e-05    1.321183686e+00    -2.822015718e-04
2.300300000e+03    2.641561229e-05    1.321181756e+00    -2.773720172e-04
2.300400000e+03    2.901566900e-05    1.321177595e+00    -2.751707386e-04
2.300500000e+03    2.821566665e-05    1.321174157e+00    -2.756454491e-04
2.300600000e+03    2.641566681e-05    1.321172277e+00    -2.769643989e-04
2.300700000e+03    2.461565526e-05    1.321170113e+00    -2.782711290e-04
2.300800000e+03    1.931560205e-05    1.321168314e+00    -2.823157671e-04
2.300900000e+03    1.361554785e-05    1.321169702e+00    -2.868069165e-04
2.301000000e+03    9.015526714e-06    1.321172295e+00    -2.904935089e-04
2.301100000e+03    5.875526335e-06    1.321176662e+00    -2.931197958e-04
2.301200000e+03    5.350574746e-06    1.321180674e+00    -2.936970413e-04
2.301300000e+03    4.825610175e-06    1.321184126e+00    -2.942503765e-04
2.301400000e+03    5.025668178e-06    1.321187801e+00    -2.942493856e-04
2.301500000e+03    5.915724034e-06    1.321190962e+00    -2.936899081e-04
2.301600000e+03    6.565784083e-06    1.321193621e+00    -2.932957405e-04
2.301700000e+03    6.835828387e-06    1.321196350e+00    -2.932001000e-04
2.301800000e+03    6.915881368e-06    1.321199341e+00    -2.932633070e-04
2.301900000e+03    6.995927323e-06    1.321202986e+00    -2.933544265e-04
2.302000000e+03    7.956001605e-06    1.321207538e+00    -2.927999533e-04
2.302100000e+03    1.071609563e-05    1.321212545e+00    -2.908655236e-04
2.302200000e+03    1.601623862e-05    1.321217446e+00    -2.869520351e-04
2.302300000e+03    2.391639821e-05    1.321219655e+00    -2.809029616e-04
2.302400000e+03    2.856650528e-05    1.321219281e+00    -2.772707802e-04
2.302500000e+03    3.321661378e-05    1.321221265e+00    -2.737392814e-04
2.302600000e+03    4.211678513e-05    1.321220638e+00    -2.667933004e-04
2.302700000e+03    4.821688057e-05    1.321215482e+00    -2.618313545e-04
2.302800000e+03    4.951690356e-05    1.321208578e+00    -2.605261483e-04
2.302900000e+03    4.501683130e-05    1.321202554e+00    -2.637664481e-04
2.303000000e+03    4.001677867e-05    1.321199966e+00    -2.675413288e-04
2.303100000e+03    3.501670499e-05    1.321195214e+00    -2.712237774e-04
2.303200000e+03    2.141651557e-05    1.321191763e+00    -2.816445489e-04
2.303300000e+03    7.116342018e-06    1.321195728e+00    -2.929242250e-04
2.303400000e+03    -4.463760630e-06    1.321203475e+00    -3.022505220e-04
2.303500000e+03    -1.078376975e-05    1.321215784e+00    -3.076832586e-04
2.303600000e+03    -1.053367422e-05    1.321226690e+00    -3.079509518e-04
2.303700000e+03    -1.028358645e-05    1.321238063e+00    -3.082386259e-04
2.303800000e+03    -2.923369205e-06    1.321251294e+00    -3.030814311e-04
2.303900000e+03    9.716900057e-06    1.321260607e+00    -2.936556163e-04
2.304000000e+03    2.521720731e-05    1.321266596e+00    -2.818669979e-04
2.304100000e+03    4.091747215e-05    1.321265549e+00    -2.696241522e-04
2.304200000e+03    4.766759667e-05    1.321262086e+00    -2.642319674e-04
2.304300000e+03    5.441773230e-05    1.321262841e+00    -2.590198815e-04
2.304400000e+03    6.451791485e-05    1.321260617e+00    -2.510791248e-04
2.304500000e+03    7.091801613e-05    1.321255666e+00    -2.458967709e-04
2.304600000e+03    7.431807968e-05    1.321250416e+00    -2.430322298e-04
2.304700000e+03    7.501809602e-05    1.321246099e+00    -2.423046972e-04
2.304800000e+03    7.571812844e-05    1.321242943e+00    -2.416266403e-04
2.304900000e+03    7.611814524e-05    1.321239634e+00    -2.411751441e-04
2.305000000e+03    7.591816295e-05    1.321236330e+00    -2.411898030e-04
2.305100000e+03    7.481815570e-05    1.321232861e+00    -2.418963269e-04
2.305200000e+03    7.241814035e-05    1.321229747e+00    -2.436273736e-04
2.305300000e+03    7.016812152e-05    1.321227492e+00    -2.452784049e-04
2.305400000e+03    6.791810490e-05    1.321223687e+00    -2.468632681e-04
2.305500000e+03    6.111800696e-05    1.321219717e+00    -2.519737465e-04
2.305600000e+03    5.281791110e-05    1.321218693e+00    -2.583737914e-04
2.305700000e+03    4.381780330e-05    1.321219437e+00    -2.653920944e-04
2.305800000e+03    3.591774248e-05    1.321224054e+00    -2.717207086e-04
2.305900000e+03    3.301775139e-05    1.321229180e+00    -2.741890502e-04
2.306000000e+03    3.011776274e-05    1.321232793e+00    -2.765927512e-04
2.306100000e+03    2.731777297e-05    1.321237860e+00    -2.789805671e-04
2.306200000e+03    2.701783470e-05    1.321243437e+00    -2.794493946e-04
2.306300000e+03    2.861791206e-05    1.321248296e+00    -2.784128930e-04
2.306400000e+03    3.081800152e-05    1.321251719e+00    -2.768496282e-04
2.306500000e+03    3.191806121e-05    1.321254626e+00    -2.761182832e-04
2.306600000e+03    3.301813511e-05    1.321258311e+00    -2.754200858e-04
2.306700000e+03    3.521821737e-05    1.321262268e+00    -2.738799192e-04
2.306800000e+03    3.821832250e-05    1.321266278e+00    -2.717212404e-04
2.306900000e+03    4.311844883e-05    1.321270639e+00    -2.681033150e-04
2.307000000e+03    5.061861561e-05    1.321273059e+00    -2.623854446e-04
2.307100000e+03    5.576872412e-05    1.321273217e+00    -2.583951943e-04
2.307200000e+03    6.091885723e-05    1.321276145e+00    -2.545231866e-04
2.307300000e+03    7.271907450e-05    1.321277373e+00    -2.454194539e-04
2.307400000e+03    8.361925689e-05    1.321272661e+00    -2.367617293e-04
2.307500000e+03    9.121936361e-05    1.321265221e+00    -2.305488084e-04
2.307600000e+03    9.351938505e-05    1.321255274e+00    -2.283413806e-04
2.307700000e+03    9.161934227e-05    1.321247430e+00    -2.294818859e-04
2.307800000e+03    8.971930346e-05    1.321238428e+00    -2.305730188e-04
2.307900000e+03    8.041913572e-05    1.321228631e+00    -2.373704135e-04
2.308000000e+03    6.751894737e-05    1.321223594e+00    -2.471622296e-04
2.308100000e+03    5.371875156e-05    1.321221717e+00    -2.577857455e-04
2.308200000e+03    4.131861610e-05    1.321225285e+00    -2.675543255e-04
2.308300000e+03    3.631858968e-05    1.321229720e+00    -2.716198596e-04
2.308400000e+03    3.131855536e-05    1.321230726e+00    -2.755390455e-04
2.308500000e+03    2.401848196e-05    1.321233002e+00    -2.812956819e-04
2.308600000e+03    1.831845076e-05    1.321236665e+00    -2.858701863e-04
2.308700000e+03    1.341842086e-05    1.321240137e+00    -2.898157838e-04
2.308800000e+03    8.478404504e-06    1.321244380e+00    -2.938249742e-04
2.308900000e+03    5.823416315e-06    1.321249152e+00    -2.960846294e-04
2.309000000e+03    3.168428354e-06    1.321252047e+00    -2.982641804e-04
2.309100000e+03    -1.821600853e-06    1.321255901e+00    -3.022948001e-04
2.309200000e+03    -5.791593944e-06    1.321261685e+00    -3.056164644e-04
2.309300000e+03    -7.811561940e-06    1.321268387e+00    -3.074652462e-04
2.309400000e+03    -7.781490297e-06    1.321274644e+00    -3.077057126e-04
2.309500000e+03    -7.751429523e-06    1.321280737e+00    -3.079391908e-04
2.309600000e+03    -5.811325267e-06    1.321287516e+00    -3.067212803e-04
2.309700000e+03    -2.271211310e-06    1.321293311e+00    -3.042213955e-04
2.309800000e+03    2.338927078e-06    1.321298658e+00    -3.008731992e-04
2.309900000e+03    8.169064918e-06    1.321302207e+00    -2.965031313e-04
2.310000000e+03    1.169417050e-05    1.321304531e+00    -2.938677296e-04
2.310100000e+03    1.521927915e-05    1.321309304e+00    -2.913368251e-04
2.310200000e+03    2.381947528e-05    1.321313762e+00    -2.848595536e-04
2.310300000e+03    3.341965806e-05    1.321314679e+00    -2.774570583e-04
2.310400000e+03    4.311984160e-05    1.321313570e+00    -2.698912960e-04
2.310500000e+03    5.111996584e-05    1.321308227e+00    -2.634632355e-04
2.310600000e+03    5.332000706e-05    1.321302382e+00    -2.615086333e-04
2.310700000e+03    5.552004301e-05    1.321297430e+00    -2.595922263e-04
2.310800000e+03    5.502003267e-05    1.321289837e+00    -2.596555586e-04
2.310900000e+03    4.921993319e-05    1.321282875e+00    -2.638521413e-04
2.311000000e+03    3.921978896e-05    1.321277873e+00    -2.713857766e-04
